,id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
837,837,31,no,travel_rarely,0,no aplica,12,1,medical,1,2460,3,1,95,3,1, research scientist ,4,no aplica,0,6984,8,Yes,N/A,23,4,3,80,1,7,0,3,4,,0,2,"3929,0",1992,1000000000$,,,Yes
838,838,34,no,travel_rarely,0,no aplica,27,2,medical,1,2470,4,1,95,3,1, research scientist ,2,no aplica,0,5711,2,Yes,No,15,3,4,0,0,9,3,3,3,,1,2,,1989,1000000000$,,,True
839,839,50,no,no aplica,0, research & development ,1,3,no aplica,1,2490,3,0,86,2,1, laboratory technician ,3,no aplica,0,3425,2,Yes,N/A,15,3,4,0,1,0,2,2,3,,0,2,,1973,1000000000$, laBORATORY tECHNiciAN  -  Research & Development ,,0
840,840,53,no,no aplica,0,no aplica,13,2,no aplica,1,2500,4,1,0,4,2, manufacturing director ,1,divorced,0,26250,1,Yes,No,11,3,3,0,2,5,3,3,4,"2,0",1,3,,1970,1000000000$,,,False
841,841,35,no,travel_frequently,0,no aplica,-24,3,medical,1,2690,2,1,37,3,2, laboratory technician ,2,single,0,15986,5,N/A,N/A,11,3,4,0,0,0,5,3,6,,1,2,"4425,0",1988,1000000000$,,,Yes
842,842,27,no,travel_frequently,0,no aplica,1,1,no aplica,1,0,3,0,60,2,2, manufacturing director ,1,married,0,9679,5,N/A,N/A,19,3,3,0,1,0,1,3,2,,2,0,,1996,1000000000$,,,0
843,843,40,no,no aplica,0,no aplica,-38,2,no aplica,1,0,3,0,99,3,2, laboratory technician ,4,married,0,16523,8,N/A,N/A,15,3,3,0,1,0,2,4,7,,3,7,,1983,1000000000$,,,True
844,844,22,no,no aplica,0,no aplica,-22,3,life sciences,1,0,22,0,60,4,1, research scientist ,2,no aplica,0,12392,1,N/A,N/A,16,3,1,0,1,4,2,2,4,,2,2,"2328,0",2001,1000000000$,,,0
845,845,40,no,no aplica,0,no aplica,-10,5,life sciences,1,2870,4,0,63,2,2, healthcare representative ,4,no aplica,0,14242,9,Yes,No,14,3,4,80,1,5,5,1,3,,0,2,,1983,1000000000$,,,Yes
846,846,46,no,no aplica,0,no aplica,1,4,no aplica,1,2880,4,0,0,3,3, healthcare representative ,1,no aplica,0,12368,7,N/A,No,16,3,3,80,1,17,3,3,4,,0,3,,1977,1000000000$,,,1
847,847,30,yes,no aplica,0,no aplica,3,3,technical degree,1,2970,4,1,88,3,1, research scientist ,1,no aplica,0,8556,5,N/A,Yes,11,3,3,0,0,8,5,3,5,,0,4,"2657,0",1993,1000000000$,,,True
848,848,29,yes,no aplica,0,no aplica,1,3,no aplica,1,0,3,0,85,3,1, research scientist ,3,single,0,19757,0,N/A,N/A,14,3,4,0,0,0,1,2,6,,1,5,,1994,1000000000$,,,False
849,849,54,no,no aplica,0,no aplica,3,3,no aplica,1,3030,4,1,52,3,2, sales executive ,1,married,0,17011,2,N/A,N/A,14,3,4,0,1,16,4,3,6,,0,5,"5940,0",1969,1000000000$,,,0
850,850,33,no,travel_rarely,0, research & development ,4,4,no aplica,1,3050,3,1,47,2,1, research scientist ,2,married,0,13248,6,Yes,N/A,21,4,4,0,0,0,3,3,3,,1,1,"2622,0",1990,1000000000$, rESeArCH sCIeNtISt  -  Research & Development ,,1
851,851,52,no,travel_rarely,0,no aplica,2,3,no aplica,1,3160,3,1,89,2,1, laboratory technician ,4,single,0,3300,7,N/A,N/A,15,3,2,0,0,0,3,2,2,,2,2,"3212,0",1971,1000000000$,,,True
852,852,59,no,travel_rarely,0, human resources ,6,2,medical,1,0,2,0,0,3,1, human resources ,3,married,0,25657,8,Yes,N/A,17,3,4,0,0,0,2,2,2,,2,2,,1964,1000000000$, humAN resoURCEs  -  Human Resources ,,False
853,853,32,yes,no aplica,0,no aplica,1,3,no aplica,1,0,4,0,62,2,1, laboratory technician ,3,single,0,9571,0,N/A,N/A,14,3,4,0,0,4,2,1,3,,1,2,,1991,1000000000$,,,True
854,854,39,no,no aplica,0,no aplica,-24,4,medical,1,3320,24,1,96,3,1, laboratory technician ,3,divorced,0,15417,7,N/A,No,14,3,3,80,3,7,1,3,3,,1,2,,1984,1000000000$,,,0
855,855,32,no,non-travel,0,no aplica,26,4,marketing,1,0,3,0,100,3,2, sales executive ,4,no aplica,0,12069,0,N/A,No,18,3,1,80,0,4,2,3,3,,2,2,,1991,1000000000$,,,True
856,856,31,no,no aplica,0,no aplica,3,4,medical,1,3370,2,0,73,3,3, research director ,3,divorced,0,13523,9,N/A,No,12,3,1,0,1,0,3,3,2,,2,2,,1992,1000000000$,,,True
857,857,33,no,travel_rarely,0,no aplica,5,4,life sciences,1,3380,3,1,63,2,1, research scientist ,4,married,0,14776,1,N/A,N/A,13,3,3,0,1,2,2,2,2,,0,2,"2911,0",1990,1000000000$,,,Yes
858,858,45,no,no aplica,0,no aplica,-23,4,life sciences,1,3410,1,0,77,4,2, manufacturing director ,3,no aplica,0,5118,4,N/A,N/A,17,3,4,0,1,9,1,3,3,,0,2,,1978,1000000000$,,,Yes
859,859,42,no,no aplica,0, research & development ,17,2,no aplica,1,3470,4,1,82,4,2, research scientist ,1,single,0,23016,3,N/A,Yes,13,3,3,0,0,0,1,3,3,,0,2,,1981,1000000000$, REseARCh scieNTIsT  -  Research & Development ,,True
860,860,29,no,no aplica,0,no aplica,-19,2,marketing,1,3490,4,0,45,3,2, sales executive ,4,divorced,0,10732,2,N/A,No,14,3,4,0,1,0,2,3,3,,0,2,"6931,0",1994,1000000000$,,,0
861,861,25,no,travel_rarely,0,no aplica,1,3,no aplica,1,3500,1,1,62,3,2, manufacturing director ,3,married,0,7505,0,Yes,No,12,3,4,0,2,5,3,3,4,,1,2,,1998,1000000000$,,,0
862,862,32,no,no aplica,0,no aplica,2,1,no aplica,1,3620,4,0,84,2,2, laboratory technician ,1,no aplica,0,19737,4,N/A,No,13,3,4,80,0,9,5,3,6,,0,4,"2176,0",1991,1000000000$,,,0
863,863,28,no,travel_rarely,0,no aplica,9,3,no aplica,1,0,4,0,94,3,1, research scientist ,4,married,0,2613,1,N/A,No,23,4,4,0,1,0,3,0,5,,0,4,,1995,1000000000$,,,1
864,864,21,no,travel_rarely,0,no aplica,3,2,no aplica,1,3790,4,0,100,2,1, research scientist ,3,single,0,10531,1,Yes,No,17,3,1,80,0,0,4,4,3,,1,0,"3230,0",2002,1000000000$,,,0
865,865,37,no,non-travel,0,no aplica,1,4,medical,1,3800,1,1,80,3,3, research director ,4,divorced,0,11677,2,Yes,Yes,18,3,1,0,2,0,2,3,5,,0,2,,1986,1000000000$,,,0
866,866,38,no,travel_rarely,0,no aplica,23,4,life sciences,1,3930,4,0,82,3,2, healthcare representative ,4,no aplica,0,18899,9,N/A,N/A,14,3,2,80,1,0,2,3,2,,1,2,,1985,1000000000$,,,False
867,867,26,yes,travel_rarely,0,no aplica,16,4,medical,1,3940,1,0,45,3,1, laboratory technician ,2,divorced,0,14180,2,N/A,Yes,13,3,4,80,1,0,2,3,3,,0,2,,1997,1000000000$,,,False
868,868,49,no,no aplica,0,no aplica,10,4,life sciences,1,3960,3,1,0,3,5, research director ,1,single,0,25594,9,Yes,Yes,11,3,4,0,0,0,4,3,3,,1,2,"18665,0",1974,1000000000$,,,True
869,869,31,no,travel_frequently,0, sales ,5,3,no aplica,1,0,4,1,84,3,1, sales representative ,2,divorced,0,3909,1,N/A,N/A,11,3,3,0,1,2,5,2,2,,2,2,"2789,0",1992,1000000000$, SaLeS REPRESENtATIvE  -  Sales ,,True
870,870,37,no,travel_frequently,0,no aplica,9,3,medical,1,4030,2,0,53,3,1, research scientist ,4,married,0,11411,1,Yes,N/A,12,3,3,80,3,0,3,2,4,,1,2,,1986,1000000000$,,,0
871,871,31,no,travel_rarely,0, research & development ,-11,4,no aplica,1,4230,11,0,86,3,1, research scientist ,4,marreid,0,10077,0,N/A,N/A,12,3,3,0,1,0,4,3,5,,0,3,,1992,1000000000$, ResEArch SciEntiST  -  Research & Development ,,1
872,872,31,no,travel_rarely,0,no aplica,2,3,human resources,1,4240,1,0,62,2,2, human resources ,1,no aplica,0,17822,3,Yes,No,12,3,4,0,0,0,1,3,2,,1,0,"6410,0",1992,1000000000$,,,False
873,873,31,no,no aplica,0, research & development ,2,4,no aplica,1,0,3,0,32,3,1, research scientist ,4,no aplica,0,7747,0,Yes,N/A,18,3,2,0,1,3,2,1,2,,2,2,,1992,1000000000$, ReSEaRCh SCIEnTist  -  Research & Development ,,True
874,874,52,yes,no aplica,0,no aplica,-17,4,medical,1,4330,17,0,85,2,2, research scientist ,2,no aplica,0,17747,2,N/A,No,15,0,1,80,0,11,3,2,8,,7,7,"4941,0",1971,1000000000$,,,False
875,875,28,yes,no aplica,0,no aplica,2,4,medical,1,4400,1,0,84,1,1, research scientist ,4,married,0,24737,5,Yes,Yes,13,3,4,0,0,0,4,2,3,,2,2,,1995,1000000000$,,,True
876,876,47,no,travel_rarely,0,no aplica,5,5,no aplica,1,4470,4,0,42,3,5, research director ,3,married,0,16375,4,Yes,N/A,11,3,2,80,1,21,2,3,3,,1,1,,1976,1000000000$,,,False
877,877,29,no,no aplica,0,no aplica,9,5,other,1,4550,2,0,30,2,1, laboratory technician ,4,no aplica,0,7621,0,N/A,No,17,3,3,80,0,4,2,0,3,,2,2,"3983,0",1994,1000000000$,,,True
878,878,37,no,no aplica,0,no aplica,5,2,medical,1,4600,4,0,61,3,2, manufacturing director ,4,no aplica,0,23177,7,Yes,No,16,3,3,0,2,8,2,2,6,,0,4,"6347,0",1986,1000000000$,,,Yes
879,879,23,no,no aplica,0,no aplica,26,1,no aplica,1,4650,3,0,83,3,1, research scientist ,4,no aplica,0,16092,1,Yes,N/A,12,3,3,0,2,0,2,2,4,,0,2,"2904,0",2000,1000000000$,,,0
880,880,42,no,travel_rarely,0, human resources ,2,1,no aplica,1,4700,3,0,52,3,1, human resources ,3,divorced,0,24017,0,Yes,Yes,11,3,3,0,1,4,5,3,3,,1,0,"2696,0",1981,1000000000$, hUmAn REsOurCES  -  Human Resources ,,False
881,881,30,no,no aplica,0, sales ,25,2,no aplica,1,4750,4,1,85,3,2, sales executive ,3,no aplica,0,6069,7,N/A,N/A,12,3,2,0,1,4,2,4,2,,2,2,,1993,1000000000$, sALeS EXecuTIVe  -  Sales ,,0
882,882,21,yes,no aplica,0,no aplica,-31,1,no aplica,1,4780,1,1,99,2,1, sales representative ,2,single,0,9150,1,N/A,N/A,11,3,3,0,0,3,3,3,3,,1,2,"2174,0",2002,1000000000$,,,Yes
883,883,57,no,travel_rarely,0,no aplica,1,4,medical,1,4820,4,0,88,3,2, healthcare representative ,3,no aplica,0,2967,2,N/A,No,11,3,3,0,0,0,2,3,3,,1,2,"6755,0",1966,1000000000$,,,1
884,884,21,no,no aplica,0,no aplica,9,2,no aplica,1,0,1,0,39,3,1, sales representative ,4,single,0,2851,1,N/A,N/A,24,4,3,0,0,3,3,2,3,"2,0",2,2,,2002,1000000000$,,,1
885,885,31,no,travel_rarely,0,no aplica,9,4,life sciences,1,0,3,0,42,2,1, research scientist ,2,no aplica,0,7551,0,Yes,N/A,16,3,4,0,0,3,5,3,2,,2,2,"2657,0",1992,1000000000$,,,True
886,886,29,no,no aplica,0, research & development ,-17,3,no aplica,1,4950,17,0,54,3,1, research scientist ,4,no aplica,0,18168,9,N/A,No,16,0,4,0,0,6,4,3,3,,1,2,,1994,1000000000$, ReseArCh SciENTIsT  -  Research & Development ,,0
887,887,27,no,travel_rarely,0,no aplica,1,2,no aplica,1,0,4,0,82,3,1, laboratory technician ,2,no aplica,0,17881,1,N/A,No,11,3,2,80,1,5,2,3,5,,0,4,,1996,1000000000$,,,1
888,888,49,no,travel_rarely,0,no aplica,7,3,other,1,0,2,0,31,2,3, healthcare representative ,3,single,0,12066,8,Yes,No,24,4,3,0,0,0,2,3,5,,0,0,"10965,0",1974,1000000000$,,,Yes
889,889,36,no,travel_rarely,0,no aplica,2,3,no aplica,1,5010,4,1,96,3,1, research scientist ,3,married,0,11868,4,N/A,No,13,3,2,0,1,0,3,3,2,,2,2,"2543,0",1987,1000000000$,,,Yes
890,890,34,yes,non-travel,0,no aplica,19,3,marketing,1,5020,1,0,67,4,2, sales executive ,4,no aplica,0,4652,8,N/A,Yes,13,3,2,0,0,0,3,2,5,,0,4,"5304,0",1989,1000000000$,,,1
891,891,24,no,no aplica,0,no aplica,10,4,marketing,1,5070,4,1,77,3,2, sales executive ,3,divorced,0,5915,1,N/A,Yes,12,3,4,0,1,0,2,4,5,,0,3,,1999,1000000000$,,,True
892,892,42,no,no aplica,0,no aplica,1,4,no aplica,1,5170,2,1,0,3,1, laboratory technician ,1,no aplica,0,20490,3,Yes,No,16,3,2,80,1,8,5,3,5,,1,2,,1981,1000000000$,,,Yes
893,893,54,no,no aplica,0,no aplica,5,2,medical,1,5220,1,0,86,3,5, research director ,1,married,0,8509,4,Yes,N/A,11,3,3,80,1,24,4,2,4,,1,2,"19406,0",1969,1000000000$,,,0
894,894,34,no,no aplica,0,no aplica,4,4,no aplica,1,5230,3,1,72,3,2, sales executive ,3,married,0,12740,9,Yes,No,15,3,1,0,1,0,3,3,3,,1,2,"6538,0",1989,1000000000$,,,1
895,895,43,no,no aplica,0,no aplica,21,3,no aplica,1,5250,4,0,61,3,1, laboratory technician ,4,no aplica,0,15238,7,Yes,N/A,20,4,1,80,1,0,1,3,3,,1,2,"2258,0",1980,1000000000$,,,True
896,896,43,no,travel_rarely,0,no aplica,8,4,other,1,5260,3,1,74,3,2, healthcare representative ,3,no aplica,0,2227,4,N/A,Yes,14,3,4,0,0,0,3,3,5,,0,2,,1980,1000000000$,,,1
897,897,31,no,travel_rarely,0,no aplica,1,2,no aplica,1,5300,4,0,98,2,1, laboratory technician ,1,married,0,16193,1,Yes,No,12,3,3,80,1,4,3,0,4,,3,2,"2218,0",1992,1000000000$,,,0
898,898,25,yes,travel_rarely,0,no aplica,3,3,medical,1,0,1,0,91,3,1, laboratory technician ,1,married,0,9396,5,Yes,No,13,3,3,80,1,6,5,0,2,,0,2,,1998,1000000000$,,,Yes
899,899,45,no,no aplica,0,no aplica,10,2,life sciences,1,5440,1,0,69,3,1, research scientist ,4,married,0,9655,3,N/A,No,21,0,4,0,2,8,3,2,2,,0,2,"2654,0",1978,1000000000$,,,1
900,900,52,no,travel_rarely,0,no aplica,4,2,life sciences,1,0,4,1,0,3,4, manager ,4,married,0,10310,2,Yes,No,13,3,4,0,0,31,2,1,5,,1,4,,1971,1000000000$,,,False
901,901,34,yes,travel_frequently,0,no aplica,6,2,no aplica,1,5550,4,1,33,1,1, sales representative ,3,no aplica,0,12253,0,N/A,No,16,3,4,0,1,3,3,2,2,,1,0,,1989,1000000000$,,,True
902,902,26,no,travel_rarely,0,no aplica,23,3,life sciences,1,0,1,1,90,3,1, research scientist ,4,divorced,0,3032,1,N/A,No,22,4,2,0,2,0,3,1,3,,0,2,,1997,1000000000$,,,1
903,903,29,no,no aplica,0,no aplica,3,4,no aplica,1,5640,2,0,93,2,3, research director ,3,no aplica,0,21526,1,N/A,No,18,3,3,0,0,0,2,3,10,,0,7,"11935,0",1994,1000000000$,,,Yes
904,904,29,yes,no aplica,0,no aplica,25,5,technical degree,1,0,3,1,71,2,1, research scientist ,2,married,0,18300,5,Yes,No,16,3,2,0,0,6,2,4,2,,1,1,"2546,0",1994,1000000000$,,,0
905,905,46,no,no aplica,0,no aplica,2,3,life sciences,1,0,1,0,51,3,4, research director ,3,married,0,2288,6,Yes,No,13,3,3,80,0,0,2,1,3,,0,1,"17861,0",1977,1000000000$,,,0
906,906,46,no,no aplica,0,no aplica,10,3,marketing,1,5800,3,1,94,2,3, sales executive ,4,no aplica,0,11563,2,Yes,N/A,19,3,3,80,1,15,3,3,3,,1,2,,1977,1000000000$,,,0
907,907,30,no,travel_rarely,0, sales ,7,1,marketing,1,5850,4,0,57,3,1, sales representative ,2,single,0,18398,0,Yes,N/A,14,3,1,80,0,0,3,3,3,,1,2,,1993,1000000000$, sALes rEprESentAtIvE  -  Sales ,,True
908,908,34,yes,travel_frequently,0, human resources ,23,3,no aplica,1,0,2,1,43,3,3, human resources ,1,divorced,0,11533,9,N/A,Yes,15,3,3,0,3,0,2,3,3,,0,2,,1989,1000000000$, humaN reSOUrcEs  -  Human Resources ,,False
909,909,42,no,no aplica,0,no aplica,5,2,other,1,5910,2,0,97,3,1, laboratory technician ,3,married,0,9260,4,N/A,No,17,3,4,0,1,0,4,0,2,,2,0,,1981,1000000000$,,,Yes
910,910,22,yes,no aplica,0, research & development ,-25,1,technical degree,1,5930,3,0,99,2,1, laboratory technician ,3,single,0,9129,5,Yes,No,16,3,3,0,0,4,3,3,2,,1,2,"3894,0",2001,1000000000$, lAboRatOrY TechNiCiAn  -  Research & Development ,,1
911,911,29,no,travel_rarely,0,no aplica,19,3,technical degree,1,6110,4,0,34,3,2, manufacturing director ,4,divorced,0,22645,4,Yes,No,12,3,2,0,2,8,2,4,3,"2,0",1,2,"4262,0",1994,1000000000$,,,Yes
912,912,46,no,travel_frequently,0, research & development ,18,1,medical,1,6240,1,1,86,3,3, healthcare representative ,3,married,0,8984,5,N/A,No,11,3,4,0,0,0,3,2,2,,1,2,"10527,0",1977,1000000000$, HeAlthcaRE rEPrEseNTaTIVE  -  Research & Development ,,1
913,913,32,yes,no aplica,0, sales ,11,4,other,1,6310,4,0,0,4,2, sales executive ,3,no aplica,0,23914,8,N/A,N/A,12,3,4,80,0,0,2,3,4,,1,2,,1991,1000000000$, sALeS eXecuTIvE  -  Sales ,,1
914,914,24,no,no aplica,0,no aplica,24,3,medical,1,6320,4,0,38,3,1, sales representative ,4,no aplica,0,5530,0,N/A,No,13,3,3,0,2,3,3,3,2,,2,1,"2400,0",1999,1000000000$,,,0
915,915,35,no,travel_rarely,0,no aplica,25,2,no aplica,1,6520,1,0,54,2,2, laboratory technician ,4,single,0,14004,4,Yes,No,14,3,4,0,0,0,3,3,3,,0,2,"3681,0",1988,1000000000$,,,False
916,916,42,no,no aplica,0,no aplica,2,4,life sciences,1,6590,3,1,81,3,2, healthcare representative ,4,married,0,5718,1,Yes,No,13,3,2,0,2,10,4,3,10,,2,2,,1981,1000000000$,,,1
917,917,48,no,travel_rarely,0,no aplica,1,4,no aplica,1,6640,4,1,40,2,4, manager ,1,married,0,17997,7,N/A,No,11,3,1,0,1,21,3,1,3,,0,2,,1975,1000000000$,,,1
918,918,44,no,travel_rarely,0,no aplica,1,4,no aplica,1,6650,1,1,50,2,2, human resources ,3,no aplica,0,26894,4,N/A,No,11,0,2,0,0,10,1,4,2,"2,0",0,2,,1979,1000000000$,,,True
919,919,34,no,no aplica,0, sales ,14,3,no aplica,1,6660,3,1,31,3,1, sales representative ,3,no aplica,0,2912,1,N/A,Yes,18,3,4,0,2,8,3,3,8,,0,6,,1989,1000000000$, SALeS RepREsEnTatiVe  -  Sales ,,True
920,920,21,no,no aplica,0,no aplica,22,1,technical degree,1,0,3,0,49,3,1, sales representative ,3,no aplica,0,24444,1,N/A,N/A,11,0,3,0,0,0,2,3,3,,1,2,"3447,0",2002,1000000000$,,,True
921,921,44,no,travel_rarely,0,no aplica,3,4,no aplica,1,6710,4,0,35,3,5, manager ,4,no aplica,0,9358,4,Yes,N/A,12,3,1,0,1,26,2,4,2,,0,1,"19513,0",1979,1000000000$,,,Yes
922,922,22,no,travel_rarely,0,no aplica,6,1,medical,1,6750,1,0,69,3,1, research scientist ,3,married,0,12145,0,Yes,N/A,20,4,4,80,0,0,3,3,2,,2,2,,2001,1000000000$,,,True
923,923,26,no,travel_rarely,0,no aplica,6,3,no aplica,1,6860,3,1,71,3,1, laboratory technician ,4,no aplica,0,17759,1,Yes,Yes,13,0,3,0,1,0,2,3,3,,0,2,"2659,0",1997,1000000000$,,,0
924,924,36,no,no aplica,0,no aplica,9,2,medical,1,6990,2,0,48,2,2, manufacturing director ,2,no aplica,0,13934,2,Yes,Yes,11,3,3,0,1,13,2,3,3,,0,2,"8847,0",1987,1000000000$,,,1
925,925,27,no,no aplica,0,no aplica,3,4,medical,1,0,1,0,54,2,1, research scientist ,4,single,0,15174,0,Yes,N/A,13,3,4,0,0,5,0,3,4,,1,1,"2045,0",1996,1000000000$,,,True
926,926,23,no,travel_rarely,0,no aplica,4,3,no aplica,1,7050,1,0,58,4,1, research scientist ,1,no aplica,0,8544,2,N/A,N/A,16,3,1,0,1,5,3,4,3,,0,2,,2000,1000000000$,,,False
927,927,25,no,no aplica,0,no aplica,8,3,life sciences,1,7070,4,0,57,4,2, sales executive ,2,no aplica,0,15678,0,N/A,No,22,4,3,0,1,4,4,3,3,,1,2,"4851,0",1998,1000000000$,,,0
928,928,48,no,no aplica,0,no aplica,-14,1,no aplica,1,7120,14,0,56,4,2, sales executive ,2,marreid,0,18597,3,Yes,N/A,12,3,4,0,0,0,3,3,2,,2,2,"8120,0",1975,1000000000$,,,Yes
929,929,24,yes,travel_rarely,0,no aplica,3,2,life sciences,1,0,1,1,65,3,2, sales executive ,3,single,0,24785,9,N/A,No,14,3,1,0,0,0,3,3,2,,2,0,"4577,0",1999,1000000000$,,,Yes
930,930,60,no,travel_rarely,0,no aplica,16,4,no aplica,1,7320,1,0,84,3,2, sales executive ,1,single,0,11924,8,Yes,No,14,3,4,80,0,10,1,3,2,,2,2,"5405,0",1963,1000000000$,,,0
931,931,50,no,no aplica,0,no aplica,8,4,marketing,1,7380,4,0,54,3,1, sales representative ,2,married,0,9983,7,N/A,No,15,3,4,0,1,4,2,3,2,,2,2,,1973,1000000000$,,,True
932,932,44,no,non-travel,0,no aplica,24,3,no aplica,1,7440,1,0,49,1,1, laboratory technician ,3,single,0,2104,2,N/A,N/A,14,3,3,0,0,9,5,3,5,,1,4,"3708,0",1979,1000000000$,,,0
933,933,47,no,travel_frequently,0,no aplica,3,3,no aplica,1,7460,4,1,49,3,4, sales executive ,3,divorced,0,10225,9,Yes,Yes,12,3,4,0,2,28,2,2,22,,11,13,"13770,0",1976,1000000000$,,,Yes
934,934,42,yes,no aplica,0,no aplica,19,3,no aplica,1,7520,3,0,57,4,1, research scientist ,3,divorced,0,20366,6,N/A,N/A,12,3,4,0,0,0,2,3,2,,2,2,,1981,1000000000$,,,1
935,935,43,no,travel_frequently,0,no aplica,15,3,life sciences,1,7540,4,0,47,2,2, sales executive ,4,married,0,23683,3,Yes,N/A,18,0,3,0,1,7,5,3,2,,2,2,,1980,1000000000$,,,True
936,936,40,no,no aplica,0,no aplica,2,1,no aplica,1,0,4,1,86,2,1, research scientist ,4,single,0,22929,0,N/A,N/A,20,4,4,0,0,5,2,2,4,,2,3,,1983,1000000000$,,,0
937,937,29,no,no aplica,0, sales ,10,3,no aplica,1,0,4,0,83,3,1, sales representative ,2,no aplica,0,17967,1,Yes,No,14,3,4,80,2,0,2,3,2,,2,2,"2297,0",1994,1000000000$, SaLes rePrESENTaTivE  -  Sales ,,0
938,938,53,no,no aplica,0,no aplica,6,3,no aplica,1,7690,4,0,86,3,2, laboratory technician ,4,single,0,10919,2,Yes,N/A,17,3,4,0,0,19,4,3,2,,2,2,"2450,0",1970,1000000000$,,,False
939,939,23,no,travel_rarely,0, research & development ,-12,1,medical,1,0,1,0,79,4,1, research scientist ,3,single,0,19630,1,Yes,N/A,18,3,4,80,0,0,3,3,2,,0,2,,2000,1000000000$, rESEaRch sCientISt  -  Research & Development ,,0
940,940,55,yes,no aplica,0,no aplica,2,3,medical,1,0,4,0,78,3,5, manager ,1,no aplica,0,21199,5,N/A,Yes,13,3,4,0,1,24,2,3,5,,1,4,,1968,1000000000$,,,False
941,941,26,no,travel_frequently,0,no aplica,1,2,life sciences,1,7920,1,1,71,1,1, laboratory technician ,4,no aplica,0,5288,3,N/A,No,14,3,1,80,1,0,2,3,2,,2,0,,1997,1000000000$,,,1
942,942,34,no,travel_rarely,0,no aplica,1,4,no aplica,1,7970,2,1,72,4,1, research scientist ,4,single,0,13551,2,N/A,No,16,3,3,80,0,0,2,3,4,,1,3,,1989,1000000000$,,,False
943,943,27,no,no aplica,0,no aplica,8,1,marketing,1,8000,3,0,84,3,2, sales executive ,4,married,0,24008,0,Yes,N/A,19,3,2,0,1,5,3,3,4,,1,1,"4342,0",1996,1000000000$,,,Yes
944,944,35,no,travel_rarely,0,no aplica,8,4,no aplica,1,0,1,1,72,3,1, sales representative ,4,no aplica,0,20317,1,N/A,No,16,3,2,0,1,3,1,2,3,,0,2,"2572,0",1988,1000000000$,,,True
945,945,30,no,travel_rarely,0,no aplica,-18,3,no aplica,1,8060,4,0,38,1,1, laboratory technician ,3,married,0,24375,3,Yes,No,21,0,3,0,2,7,2,3,2,,0,2,,1993,1000000000$,,,Yes
946,946,34,no,no aplica,0,no aplica,8,2,no aplica,1,0,3,1,93,3,2, sales executive ,1,no aplica,0,13305,5,Yes,No,17,3,2,0,1,0,1,3,3,,1,2,"6500,0",1989,1000000000$,,,1
947,947,52,no,travel_rarely,0, research & development ,-25,4,life sciences,1,8130,25,1,82,3,2, laboratory technician ,3,no aplica,0,21821,8,Yes,N/A,20,4,2,80,1,9,3,3,5,,1,4,"3149,0",1971,1000000000$, laBORatoRy TEcHnician  -  Research & Development ,,Yes
948,948,33,yes,travel_rarely,0,no aplica,16,3,marketing,1,8190,1,1,69,3,2, sales executive ,1,single,0,26507,5,Yes,N/A,15,3,3,0,0,0,3,3,3,,0,2,"5324,0",1990,1000000000$,,,False
949,949,35,no,travel_rarely,0, research & development ,-20,4,no aplica,1,0,20,1,40,4,1, research scientist ,3,single,0,13301,3,Yes,No,13,3,3,0,0,7,0,3,2,,2,2,,1988,1000000000$, ReSeaRch SCIentiST  -  Research & Development ,,False
950,950,28,yes,no aplica,0,no aplica,2,4,no aplica,1,0,3,0,0,3,1, research scientist ,3,single,0,16374,6,Yes,No,17,3,4,0,0,5,3,2,2,,2,1,"4382,0",1995,1000000000$,,,1
951,951,36,no,travel_rarely,0,no aplica,13,3,human resources,1,0,3,0,36,3,1, human resources ,2,married,0,25527,4,Yes,N/A,13,3,2,0,1,0,2,3,5,,0,4,,1987,1000000000$,,,1
952,952,34,no,travel_frequently,0, research & development ,16,4,no aplica,1,8380,3,1,100,2,1, research scientist ,4,single,0,8306,1,N/A,No,16,3,3,80,0,6,3,3,5,,1,3,"2553,0",1989,1000000000$, RESEarch ScieNtIst  -  Research & Development ,,True
953,953,34,no,no aplica,0,no aplica,3,2,no aplica,1,8470,3,0,0,3,1, human resources ,4,no aplica,0,2243,0,N/A,N/A,19,3,3,0,1,4,1,1,3,,0,2,,1989,1000000000$,,,False
954,954,44,no,travel_rarely,0,no aplica,4,3,no aplica,1,8520,4,0,50,3,2, healthcare representative ,2,single,0,5197,9,Yes,N/A,12,3,4,80,0,10,2,2,5,,2,3,"5933,0",1979,1000000000$,,,Yes
955,955,32,no,no aplica,0,no aplica,13,4,life sciences,1,8590,2,0,73,3,2, sales executive ,4,divorced,0,9250,2,N/A,N/A,11,3,3,80,1,8,3,2,5,,0,3,"4403,0",1991,1000000000$,,,True
956,956,53,no,no aplica,0,no aplica,7,2,no aplica,1,0,1,1,78,2,3, sales executive ,4,married,0,20715,7,Yes,Yes,18,3,4,0,1,35,3,3,5,,0,4,"10934,0",1970,1000000000$,,,0
